Code,Source,Exchange,Symbol,Depth,Rule,Name,Method,Data Start Date
SCF/CME_ED2_ER,SCF,CME,ED,2,ER,CME Eurodollar,"Roll on Last Trading Day, Backwards Ratio Method",15/03/1982
SCF/CME_ED2_EW,SCF,CME,ED,2,EW,CME Eurodollar,"Roll on Last Trading Day, Calendar-Weighted Method",15/03/1982
SCF/CME_ED2_FB,SCF,CME,ED,2,FB,CME Eurodollar,"Roll on First Day of Month, Backwards Panama Canal Method",15/03/1982
SCF/CME_ED2_FF,SCF,CME,ED,2,FF,CME Eurodollar,"Roll on First Day of Month, Forwards Panama Canal Method",15/03/1982
SCF/CME_ED2_FN,SCF,CME,ED,2,FN,CME Eurodollar,"Roll on First Day of Month, No Price Adjustment",15/03/1982
SCF/CME_ED2_FR,SCF,CME,ED,2,FR,CME Eurodollar,"Roll on First Day of Month, Backwards Ratio Method",15/03/1982
SCF/CME_ED2_FW,SCF,CME,ED,2,FW,CME Eurodollar,"Roll on First Day of Month, Calendar-Weighted Method",15/03/1982
SCF/CME_ED2_OB,SCF,CME,ED,2,OB,CME Eurodollar,"Roll on Open Interest Switch, Backwards Panama Canal Method",15/03/1982
SCF/CME_ED2_OF,SCF,CME,ED,2,OF,CME Eurodollar,"Roll on Open Interest Switch, Forwards Panama Canal Method",15/03/1982
SCF/CME_ED2_ON,SCF,CME,ED,2,ON,CME Eurodollar,"Roll on Open Interest Switch, No Price Adjustment",15/03/1982
SCF/CME_ED2_OR,SCF,CME,ED,2,OR,CME Eurodollar,"Roll on Open Interest Switch, Backwards Ratio Method",15/03/1982
SCF/CME_JY1_EB,SCF,CME,JY,1,EB,CME Japanese Yen JPY,"Roll on Last Trading Day, Backwards Panama Canal Method",11/03/1977
SCF/CME_JY1_EF,SCF,CME,JY,1,EF,CME Japanese Yen JPY,"Roll on Last Trading Day, Forwards Panama Canal Method",11/03/1977
SCF/CME_JY1_EN,SCF,CME,JY,1,EN,CME Japanese Yen JPY,"Roll on Last Trading Day, No Price Adjustment",11/03/1977
SCF/CME_JY1_ER,SCF,CME,JY,1,ER,CME Japanese Yen JPY,"Roll on Last Trading Day, Backwards Ratio Method",11/03/1977
SCF/CME_JY1_EW,SCF,CME,JY,1,EW,CME Japanese Yen JPY,"Roll on Last Trading Day, Calendar-Weighted Method",11/03/1977
SCF/CME_JY1_FB,SCF,CME,JY,1,FB,CME Japanese Yen JPY,"Roll on First Day of Month, Backwards Panama Canal Method",11/03/1977
SCF/CME_JY1_FF,SCF,CME,JY,1,FF,CME Japanese Yen JPY,"Roll on First Day of Month, Forwards Panama Canal Method",11/03/1977
SCF/CME_JY1_FN,SCF,CME,JY,1,FN,CME Japanese Yen JPY,"Roll on First Day of Month, No Price Adjustment",11/03/1977
SCF/CME_JY1_FR,SCF,CME,JY,1,FR,CME Japanese Yen JPY,"Roll on First Day of Month, Backwards Ratio Method",11/03/1977
SCF/CME_JY1_FW,SCF,CME,JY,1,FW,CME Japanese Yen JPY,"Roll on First Day of Month, Calendar-Weighted Method",11/03/1977
SCF/CME_JY1_OB,SCF,CME,JY,1,OB,CME Japanese Yen JPY,"Roll on Open Interest Switch, Backwards Panama Canal Method",11/03/1977
SCF/CME_JY1_OF,SCF,CME,JY,1,OF,CME Japanese Yen JPY,"Roll on Open Interest Switch, Forwards Panama Canal Method",11/03/1977
SCF/CME_JY1_ON,SCF,CME,JY,1,ON,CME Japanese Yen JPY,"Roll on Open Interest Switch, No Price Adjustment",11/03/1977
SCF/CME_JY1_OR,SCF,CME,JY,1,OR,CME Japanese Yen JPY,"Roll on Open Interest Switch, Backwards Ratio Method",11/03/1977
SCF/CME_JY2_EB,SCF,CME,JY,2,EB,CME Japanese Yen JPY,"Roll on Last Trading Day, Backwards Panama Canal Method",11/03/1977
SCF/CME_JY2_EF,SCF,CME,JY,2,EF,CME Japanese Yen JPY,"Roll on Last Trading Day, Forwards Panama Canal Method",11/03/1977
SCF/CME_JY2_EN,SCF,CME,JY,2,EN,CME Japanese Yen JPY,"Roll on Last Trading Day, No Price Adjustment",11/03/1977
SCF/CME_JY2_ER,SCF,CME,JY,2,ER,CME Japanese Yen JPY,"Roll on Last Trading Day, Backwards Ratio Method",11/03/1977
SCF/CME_JY2_EW,SCF,CME,JY,2,EW,CME Japanese Yen JPY,"Roll on Last Trading Day, Calendar-Weighted Method",11/03/1977
SCF/CME_JY2_FB,SCF,CME,JY,2,FB,CME Japanese Yen JPY,"Roll on First Day of Month, Backwards Panama Canal Method",11/03/1977
SCF/CME_JY2_FF,SCF,CME,JY,2,FF,CME Japanese Yen JPY,"Roll on First Day of Month, Forwards Panama Canal Method",11/03/1977
SCF/CME_JY2_FN,SCF,CME,JY,2,FN,CME Japanese Yen JPY,"Roll on First Day of Month, No Price Adjustment",11/03/1977
SCF/CME_JY2_FR,SCF,CME,JY,2,FR,CME Japanese Yen JPY,"Roll on First Day of Month, Backwards Ratio Method",11/03/1977
SCF/CME_JY2_FW,SCF,CME,JY,2,FW,CME Japanese Yen JPY,"Roll on First Day of Month, Calendar-Weighted Method",11/03/1977
SCF/CME_JY2_OB,SCF,CME,JY,2,OB,CME Japanese Yen JPY,"Roll on Open Interest Switch, Backwards Panama Canal Method",11/03/1977
SCF/CME_JY2_OF,SCF,CME,JY,2,OF,CME Japanese Yen JPY,"Roll on Open Interest Switch, Forwards Panama Canal Method",11/03/1977
SCF/CME_JY2_ON,SCF,CME,JY,2,ON,CME Japanese Yen JPY,"Roll on Open Interest Switch, No Price Adjustment",11/03/1977
SCF/CME_JY2_OR,SCF,CME,JY,2,OR,CME Japanese Yen JPY,"Roll on Open Interest Switch, Backwards Ratio Method",11/03/1977
SCF/CME_KW1_EB,SCF,CME,KW,1,EB,CME Kansas City Wheat,"Roll on Last Trading Day, Backwards Panama Canal Method",21/09/1976
SCF/CME_KW1_EF,SCF,CME,KW,1,EF,CME Kansas City Wheat,"Roll on Last Trading Day, Forwards Panama Canal Method",21/09/1976
SCF/CME_KW1_EN,SCF,CME,KW,1,EN,CME Kansas City Wheat,"Roll on Last Trading Day, No Price Adjustment",21/09/1976
SCF/CME_KW1_ER,SCF,CME,KW,1,ER,CME Kansas City Wheat,"Roll on Last Trading Day, Backwards Ratio Method",21/09/1976
SCF/CME_KW1_EW,SCF,CME,KW,1,EW,CME Kansas City Wheat,"Roll on Last Trading Day, Calendar-Weighted Method",21/09/1976
SCF/CME_KW1_FB,SCF,CME,KW,1,FB,CME Kansas City Wheat,"Roll on First Day of Month, Backwards Panama Canal Method",21/09/1976
SCF/CME_KW1_FF,SCF,CME,KW,1,FF,CME Kansas City Wheat,"Roll on First Day of Month, Forwards Panama Canal Method",21/09/1976
SCF/CME_KW1_FN,SCF,CME,KW,1,FN,CME Kansas City Wheat,"Roll on First Day of Month, No Price Adjustment",21/09/1976
SCF/CME_KW1_FR,SCF,CME,KW,1,FR,CME Kansas City Wheat,"Roll on First Day of Month, Backwards Ratio Method",21/09/1976
SCF/CME_KW1_FW,SCF,CME,KW,1,FW,CME Kansas City Wheat,"Roll on First Day of Month, Calendar-Weighted Method",21/09/1976
SCF/CME_KW1_OB,SCF,CME,KW,1,OB,CME Kansas City Wheat,"Roll on Open Interest Switch, Backwards Panama Canal Method",21/09/1976
SCF/CME_KW1_OF,SCF,CME,KW,1,OF,CME Kansas City Wheat,"Roll on Open Interest Switch, Forwards Panama Canal Method",21/09/1976
SCF/CME_KW1_ON,SCF,CME,KW,1,ON,CME Kansas City Wheat,"Roll on Open Interest Switch, No Price Adjustment",21/09/1976
SCF/CME_KW1_OR,SCF,CME,KW,1,OR,CME Kansas City Wheat,"Roll on Open Interest Switch, Backwards Ratio Method",21/09/1976
SCF/CME_KW2_EB,SCF,CME,KW,2,EB,CME Kansas City Wheat,"Roll on Last Trading Day, Backwards Panama Canal Method",21/09/1976
SCF/CME_KW2_EF,SCF,CME,KW,2,EF,CME Kansas City Wheat,"Roll on Last Trading Day, Forwards Panama Canal Method",21/09/1976
SCF/CME_KW2_EN,SCF,CME,KW,2,EN,CME Kansas City Wheat,"Roll on Last Trading Day, No Price Adjustment",21/09/1976
SCF/CME_KW2_ER,SCF,CME,KW,2,ER,CME Kansas City Wheat,"Roll on Last Trading Day, Backwards Ratio Method",21/09/1976
SCF/CME_KW2_EW,SCF,CME,KW,2,EW,CME Kansas City Wheat,"Roll on Last Trading Day, Calendar-Weighted Method",21/09/1976
SCF/CME_KW2_FB,SCF,CME,KW,2,FB,CME Kansas City Wheat,"Roll on First Day of Month, Backwards Panama Canal Method",21/09/1976
SCF/CME_KW2_FF,SCF,CME,KW,2,FF,CME Kansas City Wheat,"Roll on First Day of Month, Forwards Panama Canal Method",21/09/1976
SCF/CME_KW2_FN,SCF,CME,KW,2,FN,CME Kansas City Wheat,"Roll on First Day of Month, No Price Adjustment",21/09/1976
SCF/CME_KW2_FR,SCF,CME,KW,2,FR,CME Kansas City Wheat,"Roll on First Day of Month, Backwards Ratio Method",21/09/1976
SCF/CME_KW2_FW,SCF,CME,KW,2,FW,CME Kansas City Wheat,"Roll on First Day of Month, Calendar-Weighted Method",21/09/1976
SCF/CME_KW2_OB,SCF,CME,KW,2,OB,CME Kansas City Wheat,"Roll on Open Interest Switch, Backwards Panama Canal Method",21/09/1976
SCF/CME_KW2_OF,SCF,CME,KW,2,OF,CME Kansas City Wheat,"Roll on Open Interest Switch, Forwards Panama Canal Method",21/09/1976
SCF/CME_KW2_ON,SCF,CME,KW,2,ON,CME Kansas City Wheat,"Roll on Open Interest Switch, No Price Adjustment",21/09/1976
SCF/CME_KW2_OR,SCF,CME,KW,2,OR,CME Kansas City Wheat,"Roll on Open Interest Switch, Backwards Ratio Method",21/09/1976
SCF/CME_LN1_EB,SCF,CME,LN,1,EB,CME Lean Hogs,"Roll on Last Trading Day, Backwards Panama Canal Method",20/02/1970
SCF/CME_LN1_EF,SCF,CME,LN,1,EF,CME Lean Hogs,"Roll on Last Trading Day, Forwards Panama Canal Method",20/02/1970
SCF/CME_LN1_EN,SCF,CME,LN,1,EN,CME Lean Hogs,"Roll on Last Trading Day, No Price Adjustment",20/02/1970
SCF/CME_LN1_ER,SCF,CME,LN,1,ER,CME Lean Hogs,"Roll on Last Trading Day, Backwards Ratio Method",20/02/1970
SCF/CME_LN1_EW,SCF,CME,LN,1,EW,CME Lean Hogs,"Roll on Last Trading Day, Calendar-Weighted Method",20/02/1970
SCF/CME_LN1_FB,SCF,CME,LN,1,FB,CME Lean Hogs,"Roll on First Day of Month, Backwards Panama Canal Method",20/02/1970
SCF/CME_LN1_FF,SCF,CME,LN,1,FF,CME Lean Hogs,"Roll on First Day of Month, Forwards Panama Canal Method",20/02/1970
SCF/CME_LN1_FN,SCF,CME,LN,1,FN,CME Lean Hogs,"Roll on First Day of Month, No Price Adjustment",20/02/1970
SCF/CME_LN1_FR,SCF,CME,LN,1,FR,CME Lean Hogs,"Roll on First Day of Month, Backwards Ratio Method",20/02/1970
SCF/CME_LN1_FW,SCF,CME,LN,1,FW,CME Lean Hogs,"Roll on First Day of Month, Calendar-Weighted Method",20/02/1970
SCF/CME_LN1_OB,SCF,CME,LN,1,OB,CME Lean Hogs,"Roll on Open Interest Switch, Backwards Panama Canal Method",20/02/1970
SCF/CME_LN1_OF,SCF,CME,LN,1,OF,CME Lean Hogs,"Roll on Open Interest Switch, Forwards Panama Canal Method",20/02/1970
SCF/CME_LN1_ON,SCF,CME,LN,1,ON,CME Lean Hogs,"Roll on Open Interest Switch, No Price Adjustment",20/02/1970
SCF/CME_LN1_OR,SCF,CME,LN,1,OR,CME Lean Hogs,"Roll on Open Interest Switch, Backwards Ratio Method",20/02/1970
SCF/CME_LN2_EB,SCF,CME,LN,2,EB,CME Lean Hogs,"Roll on Last Trading Day, Backwards Panama Canal Method",20/02/1970
SCF/CME_LN2_EF,SCF,CME,LN,2,EF,CME Lean Hogs,"Roll on Last Trading Day, Forwards Panama Canal Method",20/02/1970
SCF/CME_LN2_EN,SCF,CME,LN,2,EN,CME Lean Hogs,"Roll on Last Trading Day, No Price Adjustment",20/02/1970
SCF/CME_LN2_ER,SCF,CME,LN,2,ER,CME Lean Hogs,"Roll on Last Trading Day, Backwards Ratio Method",20/02/1970
SCF/CME_LN2_EW,SCF,CME,LN,2,EW,CME Lean Hogs,"Roll on Last Trading Day, Calendar-Weighted Method",20/02/1970
SCF/CME_LN2_FB,SCF,CME,LN,2,FB,CME Lean Hogs,"Roll on First Day of Month, Backwards Panama Canal Method",20/02/1970
SCF/CME_LN2_FF,SCF,CME,LN,2,FF,CME Lean Hogs,"Roll on First Day of Month, Forwards Panama Canal Method",20/02/1970
SCF/CME_LN2_FN,SCF,CME,LN,2,FN,CME Lean Hogs,"Roll on First Day of Month, No Price Adjustment",20/02/1970
SCF/CME_LN2_FR,SCF,CME,LN,2,FR,CME Lean Hogs,"Roll on First Day of Month, Backwards Ratio Method",20/02/1970
SCF/CME_LN2_FW,SCF,CME,LN,2,FW,CME Lean Hogs,"Roll on First Day of Month, Calendar-Weighted Method",20/02/1970
SCF/CME_LN2_OB,SCF,CME,LN,2,OB,CME Lean Hogs,"Roll on Open Interest Switch, Backwards Panama Canal Method",20/02/1970
SCF/CME_LN2_OF,SCF,CME,LN,2,OF,CME Lean Hogs,"Roll on Open Interest Switch, Forwards Panama Canal Method",20/02/1970
SCF/CME_LN2_ON,SCF,CME,LN,2,ON,CME Lean Hogs,"Roll on Open Interest Switch, No Price Adjustment",20/02/1970
SCF/CME_LN2_OR,SCF,CME,LN,2,OR,CME Lean Hogs,"Roll on Open Interest Switch, Backwards Ratio Method",20/02/1970
SCF/CME_LC1_EB,SCF,CME,LC,1,EB,CME Live Cattle,"Roll on Last Trading Day, Backwards Panama Canal Method",20/04/1965
SCF/CME_LC1_EF,SCF,CME,LC,1,EF,CME Live Cattle,"Roll on Last Trading Day, Forwards Panama Canal Method",20/04/1965
SCF/CME_LC1_EN,SCF,CME,LC,1,EN,CME Live Cattle,"Roll on Last Trading Day, No Price Adjustment",20/04/1965
SCF/CME_LC1_ER,SCF,CME,LC,1,ER,CME Live Cattle,"Roll on Last Trading Day, Backwards Ratio Method",20/04/1965
SCF/CME_LC1_EW,SCF,CME,LC,1,EW,CME Live Cattle,"Roll on Last Trading Day, Calendar-Weighted Method",20/04/1965
SCF/CME_LC1_FB,SCF,CME,LC,1,FB,CME Live Cattle,"Roll on First Day of Month, Backwards Panama Canal Method",20/04/1965
SCF/CME_LC1_FF,SCF,CME,LC,1,FF,CME Live Cattle,"Roll on First Day of Month, Forwards Panama Canal Method",20/04/1965
SCF/CME_LC1_FN,SCF,CME,LC,1,FN,CME Live Cattle,"Roll on First Day of Month, No Price Adjustment",20/04/1965
SCF/CME_LC1_FR,SCF,CME,LC,1,FR,CME Live Cattle,"Roll on First Day of Month, Backwards Ratio Method",20/04/1965
SCF/CME_LC1_FW,SCF,CME,LC,1,FW,CME Live Cattle,"Roll on First Day of Month, Calendar-Weighted Method",20/04/1965
SCF/CME_LC1_OB,SCF,CME,LC,1,OB,CME Live Cattle,"Roll on Open Interest Switch, Backwards Panama Canal Method",20/04/1965
SCF/CME_LC1_OF,SCF,CME,LC,1,OF,CME Live Cattle,"Roll on Open Interest Switch, Forwards Panama Canal Method",20/04/1965
SCF/CME_LC1_ON,SCF,CME,LC,1,ON,CME Live Cattle,"Roll on Open Interest Switch, No Price Adjustment",20/04/1965
SCF/CME_LC1_OR,SCF,CME,LC,1,OR,CME Live Cattle,"Roll on Open Interest Switch, Backwards Ratio Method",20/04/1965
SCF/CME_LC2_EB,SCF,CME,LC,2,EB,CME Live Cattle,"Roll on Last Trading Day, Backwards Panama Canal Method",20/04/1965
SCF/CME_LC2_EF,SCF,CME,LC,2,EF,CME Live Cattle,"Roll on Last Trading Day, Forwards Panama Canal Method",20/04/1965
SCF/CME_LC2_EN,SCF,CME,LC,2,EN,CME Live Cattle,"Roll on Last Trading Day, No Price Adjustment",20/04/1965
SCF/CME_LC2_ER,SCF,CME,LC,2,ER,CME Live Cattle,"Roll on Last Trading Day, Backwards Ratio Method",20/04/1965
SCF/CME_LC2_EW,SCF,CME,LC,2,EW,CME Live Cattle,"Roll on Last Trading Day, Calendar-Weighted Method",20/04/1965
SCF/CME_LC2_FB,SCF,CME,LC,2,FB,CME Live Cattle,"Roll on First Day of Month, Backwards Panama Canal Method",20/04/1965
SCF/CME_LC2_FF,SCF,CME,LC,2,FF,CME Live Cattle,"Roll on First Day of Month, Forwards Panama Canal Method",20/04/1965
SCF/CME_LC2_FN,SCF,CME,LC,2,FN,CME Live Cattle,"Roll on First Day of Month, No Price Adjustment",20/04/1965
SCF/CME_LC2_FR,SCF,CME,LC,2,FR,CME Live Cattle,"Roll on First Day of Month, Backwards Ratio Method",20/04/1965
SCF/CME_LC2_FW,SCF,CME,LC,2,FW,CME Live Cattle,"Roll on First Day of Month, Calendar-Weighted Method",20/04/1965
SCF/CME_LC2_OB,SCF,CME,LC,2,OB,CME Live Cattle,"Roll on Open Interest Switch, Backwards Panama Canal Method",20/04/1965
SCF/CME_LC2_OF,SCF,CME,LC,2,OF,CME Live Cattle,"Roll on Open Interest Switch, Forwards Panama Canal Method",20/04/1965
SCF/CME_LC2_ON,SCF,CME,LC,2,ON,CME Live Cattle,"Roll on Open Interest Switch, No Price Adjustment",20/04/1965
SCF/CME_LC2_OR,SCF,CME,LC,2,OR,CME Live Cattle,"Roll on Open Interest Switch, Backwards Ratio Method",20/04/1965
SCF/CME_NQ1_EB,SCF,CME,NQ,1,EB,CME NASDAQ 100 Index Mini,"Roll on Last Trading Day, Backwards Panama Canal Method",17/09/1999
SCF/CME_NQ1_EF,SCF,CME,NQ,1,EF,CME NASDAQ 100 Index Mini,"Roll on Last Trading Day, Forwards Panama Canal Method",17/09/1999
SCF/CME_NQ1_EN,SCF,CME,NQ,1,EN,CME NASDAQ 100 Index Mini,"Roll on Last Trading Day, No Price Adjustment",17/09/1999
SCF/CME_NQ1_ER,SCF,CME,NQ,1,ER,CME NASDAQ 100 Index Mini,"Roll on Last Trading Day, Backwards Ratio Method",17/09/1999
SCF/CME_NQ1_EW,SCF,CME,NQ,1,EW,CME NASDAQ 100 Index Mini,"Roll on Last Trading Day, Calendar-Weighted Method",17/09/1999
SCF/CME_NQ1_FB,SCF,CME,NQ,1,FB,CME NASDAQ 100 Index Mini,"Roll on First Day of Month, Backwards Panama Canal Method",17/09/1999
SCF/CME_NQ1_FF,SCF,CME,NQ,1,FF,CME NASDAQ 100 Index Mini,"Roll on First Day of Month, Forwards Panama Canal Method",17/09/1999
SCF/CME_NQ1_FN,SCF,CME,NQ,1,FN,CME NASDAQ 100 Index Mini,"Roll on First Day of Month, No Price Adjustment",17/09/1999
SCF/CME_NQ1_FR,SCF,CME,NQ,1,FR,CME NASDAQ 100 Index Mini,"Roll on First Day of Month, Backwards Ratio Method",17/09/1999
SCF/CME_NQ1_FW,SCF,CME,NQ,1,FW,CME NASDAQ 100 Index Mini,"Roll on First Day of Month, Calendar-Weighted Method",17/09/1999
SCF/CME_NQ1_OB,SCF,CME,NQ,1,OB,CME NASDAQ 100 Index Mini,"Roll on Open Interest Switch, Backwards Panama Canal Method",17/09/1999
SCF/CME_NQ1_OF,SCF,CME,NQ,1,OF,CME NASDAQ 100 Index Mini,"Roll on Open Interest Switch, Forwards Panama Canal Method",17/09/1999
SCF/CME_NQ1_ON,SCF,CME,NQ,1,ON,CME NASDAQ 100 Index Mini,"Roll on Open Interest Switch, No Price Adjustment",17/09/1999
SCF/CME_NQ1_OR,SCF,CME,NQ,1,OR,CME NASDAQ 100 Index Mini,"Roll on Open Interest Switch, Backwards Ratio Method",17/09/1999
SCF/CME_NE1_EB,SCF,CME,NE,1,EB,CME New Zealand Dollar NZD,"Roll on Last Trading Day, Backwards Panama Canal Method",13/12/2004
SCF/CME_NE1_EF,SCF,CME,NE,1,EF,CME New Zealand Dollar NZD,"Roll on Last Trading Day, Forwards Panama Canal Method",13/12/2004
SCF/CME_NE1_EN,SCF,CME,NE,1,EN,CME New Zealand Dollar NZD,"Roll on Last Trading Day, No Price Adjustment",13/12/2004
SCF/CME_NE1_ER,SCF,CME,NE,1,ER,CME New Zealand Dollar NZD,"Roll on Last Trading Day, Backwards Ratio Method",13/12/2004
SCF/CME_NE1_EW,SCF,CME,NE,1,EW,CME New Zealand Dollar NZD,"Roll on Last Trading Day, Calendar-Weighted Method",13/12/2004
SCF/CME_NE1_FB,SCF,CME,NE,1,FB,CME New Zealand Dollar NZD,"Roll on First Day of Month, Backwards Panama Canal Method",13/12/2004
SCF/CME_NE1_FF,SCF,CME,NE,1,FF,CME New Zealand Dollar NZD,"Roll on First Day of Month, Forwards Panama Canal Method",13/12/2004
SCF/CME_NE1_FN,SCF,CME,NE,1,FN,CME New Zealand Dollar NZD,"Roll on First Day of Month, No Price Adjustment",13/12/2004
SCF/CME_NE1_FR,SCF,CME,NE,1,FR,CME New Zealand Dollar NZD,"Roll on First Day of Month, Backwards Ratio Method",13/12/2004
SCF/CME_NE1_FW,SCF,CME,NE,1,FW,CME New Zealand Dollar NZD,"Roll on First Day of Month, Calendar-Weighted Method",13/12/2004
SCF/CME_NE1_OB,SCF,CME,NE,1,OB,CME New Zealand Dollar NZD,"Roll on Open Interest Switch, Backwards Panama Canal Method",13/12/2004
SCF/CME_NE1_OF,SCF,CME,NE,1,OF,CME New Zealand Dollar NZD,"Roll on Open Interest Switch, Forwards Panama Canal Method",13/12/2004
SCF/CME_NE1_ON,SCF,CME,NE,1,ON,CME New Zealand Dollar NZD,"Roll on Open Interest Switch, No Price Adjustment",13/12/2004
SCF/CME_NE1_OR,SCF,CME,NE,1,OR,CME New Zealand Dollar NZD,"Roll on Open Interest Switch, Backwards Ratio Method",13/12/2004
SCF/CME_NK1_EB,SCF,CME,NK,1,EB,CME Nikkei 225,"Roll on Last Trading Day, Backwards Panama Canal Method",19/12/1990
SCF/CME_NK1_EF,SCF,CME,NK,1,EF,CME Nikkei 225,"Roll on Last Trading Day, Forwards Panama Canal Method",19/12/1990
SCF/CME_NK1_EN,SCF,CME,NK,1,EN,CME Nikkei 225,"Roll on Last Trading Day, No Price Adjustment",19/12/1990
SCF/CME_NK1_ER,SCF,CME,NK,1,ER,CME Nikkei 225,"Roll on Last Trading Day, Backwards Ratio Method",19/12/1990
SCF/CME_NK1_EW,SCF,CME,NK,1,EW,CME Nikkei 225,"Roll on Last Trading Day, Calendar-Weighted Method",19/12/1990
SCF/CME_NK1_FB,SCF,CME,NK,1,FB,CME Nikkei 225,"Roll on First Day of Month, Backwards Panama Canal Method",19/12/1990
SCF/CME_NK1_FF,SCF,CME,NK,1,FF,CME Nikkei 225,"Roll on First Day of Month, Forwards Panama Canal Method",19/12/1990
SCF/CME_NK1_FN,SCF,CME,NK,1,FN,CME Nikkei 225,"Roll on First Day of Month, No Price Adjustment",19/12/1990
SCF/CME_NK1_FR,SCF,CME,NK,1,FR,CME Nikkei 225,"Roll on First Day of Month, Backwards Ratio Method",19/12/1990
SCF/CME_NK1_FW,SCF,CME,NK,1,FW,CME Nikkei 225,"Roll on First Day of Month, Calendar-Weighted Method",19/12/1990
SCF/CME_NK1_OB,SCF,CME,NK,1,OB,CME Nikkei 225,"Roll on Open Interest Switch, Backwards Panama Canal Method",19/12/1990
SCF/CME_NK1_OF,SCF,CME,NK,1,OF,CME Nikkei 225,"Roll on Open Interest Switch, Forwards Panama Canal Method",19/12/1990
SCF/CME_NK1_ON,SCF,CME,NK,1,ON,CME Nikkei 225,"Roll on Open Interest Switch, No Price Adjustment",19/12/1990
SCF/CME_NK1_OR,SCF,CME,NK,1,OR,CME Nikkei 225,"Roll on Open Interest Switch, Backwards Ratio Method",19/12/1990
SCF/CME_NK2_EB,SCF,CME,NK,2,EB,CME Nikkei 225,"Roll on Last Trading Day, Backwards Panama Canal Method",19/12/1990
SCF/CME_NK2_EF,SCF,CME,NK,2,EF,CME Nikkei 225,"Roll on Last Trading Day, Forwards Panama Canal Method",19/12/1990
SCF/CME_NK2_EN,SCF,CME,NK,2,EN,CME Nikkei 225,"Roll on Last Trading Day, No Price Adjustment",19/12/1990
SCF/CME_NK2_ER,SCF,CME,NK,2,ER,CME Nikkei 225,"Roll on Last Trading Day, Backwards Ratio Method",19/12/1990
SCF/CME_NK2_EW,SCF,CME,NK,2,EW,CME Nikkei 225,"Roll on Last Trading Day, Calendar-Weighted Method",19/12/1990
SCF/CME_NK2_FB,SCF,CME,NK,2,FB,CME Nikkei 225,"Roll on First Day of Month, Backwards Panama Canal Method",19/12/1990
SCF/CME_NK2_FF,SCF,CME,NK,2,FF,CME Nikkei 225,"Roll on First Day of Month, Forwards Panama Canal Method",19/12/1990
SCF/CME_NK2_FN,SCF,CME,NK,2,FN,CME Nikkei 225,"Roll on First Day of Month, No Price Adjustment",19/12/1990
SCF/CME_NK2_FR,SCF,CME,NK,2,FR,CME Nikkei 225,"Roll on First Day of Month, Backwards Ratio Method",19/12/1990
SCF/CME_NK2_FW,SCF,CME,NK,2,FW,CME Nikkei 225,"Roll on First Day of Month, Calendar-Weighted Method",19/12/1990
SCF/CME_NK2_OB,SCF,CME,NK,2,OB,CME Nikkei 225,"Roll on Open Interest Switch, Backwards Panama Canal Method",19/12/1990
SCF/CME_NK2_OF,SCF,CME,NK,2,OF,CME Nikkei 225,"Roll on Open Interest Switch, Forwards Panama Canal Method",19/12/1990
SCF/CME_NK2_ON,SCF,CME,NK,2,ON,CME Nikkei 225,"Roll on Open Interest Switch, No Price Adjustment",19/12/1990
SCF/CME_NK2_OR,SCF,CME,NK,2,OR,CME Nikkei 225,"Roll on Open Interest Switch, Backwards Ratio Method",19/12/1990
SCF/CME_MD1_EB,SCF,CME,MD,1,EB,CME S&P 400 Midcap Index,"Roll on Last Trading Day, Backwards Panama Canal Method",19/03/1992
SCF/CME_MD1_EF,SCF,CME,MD,1,EF,CME S&P 400 Midcap Index,"Roll on Last Trading Day, Forwards Panama Canal Method",19/03/1992
SCF/CME_MD1_EN,SCF,CME,MD,1,EN,CME S&P 400 Midcap Index,"Roll on Last Trading Day, No Price Adjustment",19/03/1992
SCF/CME_MD1_ER,SCF,CME,MD,1,ER,CME S&P 400 Midcap Index,"Roll on Last Trading Day, Backwards Ratio Method",19/03/1992
SCF/CME_MD1_EW,SCF,CME,MD,1,EW,CME S&P 400 Midcap Index,"Roll on Last Trading Day, Calendar-Weighted Method",19/03/1992
SCF/CME_MD1_FB,SCF,CME,MD,1,FB,CME S&P 400 Midcap Index,"Roll on First Day of Month, Backwards Panama Canal Method",19/03/1992
SCF/CME_MD1_FF,SCF,CME,MD,1,FF,CME S&P 400 Midcap Index,"Roll on First Day of Month, Forwards Panama Canal Method",19/03/1992
SCF/CME_MD1_FN,SCF,CME,MD,1,FN,CME S&P 400 Midcap Index,"Roll on First Day of Month, No Price Adjustment",19/03/1992
SCF/CME_MD1_FR,SCF,CME,MD,1,FR,CME S&P 400 Midcap Index,"Roll on First Day of Month, Backwards Ratio Method",19/03/1992
SCF/CME_MD1_FW,SCF,CME,MD,1,FW,CME S&P 400 Midcap Index,"Roll on First Day of Month, Calendar-Weighted Method",19/03/1992
SCF/CME_MD1_OB,SCF,CME,MD,1,OB,CME S&P 400 Midcap Index,"Roll on Open Interest Switch, Backwards Panama Canal Method",19/03/1992
SCF/CME_MD1_OF,SCF,CME,MD,1,OF,CME S&P 400 Midcap Index,"Roll on Open Interest Switch, Forwards Panama Canal Method",19/03/1992
SCF/CME_MD1_ON,SCF,CME,MD,1,ON,CME S&P 400 Midcap Index,"Roll on Open Interest Switch, No Price Adjustment",19/03/1992
